"Pot.ID","Population","Line","Replicate","Treatment","Soil.Mix.Batch.Number.x","Emergence","DayToBolt","DayToFlwr","FreshWt_g","SatWt_g","DriedWt_g","LeafArea","LeafPerimeter","SLA","LDMC","RWC","LeafNum_.07222021","LeafNum_08262021","NumRemoved_08262021","RosetteLeafNum_10042021","RosetteLeafNum_bolt","RosetteLeafNum_Flower","RosetteLeafNum","DryRosetteG","DryReproG","DryRootG","Root_to_Shoot","Repro_to_Ros","BranchStructure","LatBranches","PrimaryStalks","Height_cm","TotFruit","IJ_FruitCount","FruitCounter","FruitCollected","DoneFlwr","NumFlwrLeft","FruitColWt_mg","SeedColWt_mg","IJ_SeedCount","SeedCounter","AG_biomass","l10_FreshWt","l10_SatWt","l10_DriedWt","SQR_DriedWt","l10_LeafArea","l10_LeafPer","l10_SLA","l10_LDMC","SQR_DryRosG","l10_DryRosG","l10_DryReproG","l10_AG_biomass","l10_R_to_R","l10_IJ_Fruits","AvgSeedWt","l10_IJ_Seeds","SQR_IJ_Seeds","AvgSeedNum","l10_AvgSeedNum","fitness","l10_fitness"
"B15-1-CF","BELM","15","1","Current/Future","5",5,76,9,0.0275,0.0419,0.0049,1.602,7.026,326.938775510204,0.116945107398568,0.610810810810811,6,15,"n",23,NA,NA,22,0.07411,0.33861,NA,NA,4.5690190257725,"bent",8,7,25,238,224,"TM",8,"y",0,12.27,8.33,269,"SB",0.41272,-1.56066730616974,-1.3777859770337,-2.30980391997149,0.07,0.204662511748219,0.846708145456007,2.51446643171971,-0.932017942937782,0.272231519115623,-1.13012318673323,-0.47030022023568,-0.384344485134748,0.659822966497554,2.35024801833416,0.0309665427509294,2.42975228000241,16.4012194668567,33.625,1.52666229301046,7532,3.87691031134463
"B15-1-F","BELM","15","1","Future","3",4,84,10,0.0319,0.0392,0.0049,1.644,6.716,335.510204081633,0.125,0.787172011661808,10,21,"n",34,NA,NA,30,0.10569,0.28721,NA,NA,2.71747563629482,"bent",11,11,25.5,238,212,"TM",9,"n",NA,13.16,7.96,318,"EA",0.3929,-1.49620931694282,-1.40671393297954,-2.30980391997149,0.07,0.215901813204032,0.827110687466011,2.52570573317552,-0.903089986991944,0.325099984620117,-0.975966102099095,-0.54180044301883,-0.405717971188194,0.434165659080265,2.32633586092875,0.0250314465408805,2.50242711998443,17.832554500127,35.3333333333333,1.54818461054511,7490.66666666667,3.87452047147386
"B15-2-C","BELM","15","2","Current","8",6,81,15,0.1772,0.1901,0.0128,7.174,23.755,560.46875,0.0673329826407154,0.927241962774958,6,14,"n",21,NA,NA,21,0.21264,2.0927,NA,NA,9.84151617757712,"bent",11,18,63.5,1195,1069,"TM",10,"n",3,16.36,11.01,475,"CC",2.30534,-0.751536282448968,-0.721017883134557,-1.89279003035213,0.113137084989848,0.855761372339948,1.37575503475522,2.74855140269208,-1.17177214721757,0.461129049182547,-0.672355036401343,0.32070697430959,0.362734985792731,0.993062010710933,3.02897770520878,0.0231789473684211,2.67669360962487,21.7944947177034,47.5,1.67669360962487,50777.5,4.70567131483364
"B15-2-CF","BELM","15","2","Current/Future","4",4,77,10,0.0286,0.0427,0.005,1.545,7.278,309,0.117096018735363,0.625994694960212,6,16,"n",25,NA,NA,25,0.07726,0.33051,NA,NA,4.2778928294072,"bent",10,4,17,257,231,"TM",9,"y",0,14.8,10.07,348,"SB",0.40777,-1.54363396687096,-1.36957212497498,-2.30102999566398,0.0707106781186548,0.188928483760853,0.862012051250217,2.48995847942483,-0.931457870689005,0.277956831180671,-1.1120452961912,-0.480815395848181,-0.389584728812211,0.631229900343017,2.36361197989214,0.0289367816091954,2.54157924394658,18.6547581061776,38.6666666666667,1.58733673450726,8932,3.9509487143994
"B15-2-F","BELM","15","2","Future","2",4,81,10,0.0469,0.0557,0.0056,2.747,11.012,490.535714285714,0.100538599640934,0.82435129740519,10,21,"n",34,NA,NA,33,0.16374,0.3576,NA,NA,2.18395016489557,"straight",11,8,NA,0,321,"TM",9,"n",2,18.32,11.5,413,"SB",0.52134,-1.32882715728492,-1.25414480482627,-2.2518119729938,0.0748331477354788,0.438858659420562,1.04186620272129,2.69067063241436,-0.997667168167528,0.404647995176054,-0.78584521394646,-0.44660248987612,-0.282878952393466,0.33924272407034,2.50650503240487,0.0278450363196126,2.6159500516564,20.3224014329016,45.8888888888889,1.66170754221708,14730.3333333333,4.16821257462195
"B2-1-C","BELM","2","1","Current","7",12,79,21,0.0663,0.0777,0.0055,4.191,14.443,762,0.0707850707850708,0.842105263157895,2,6,"n",16,NA,16,13,0.0946,1.0427,NA,NA,11.0221987315011,"leaning",6,10,50,552,494,"TM",10,"y",0,19.75,12.8,597,"EA",1.1373,-1.17848647159523,-1.10957898119909,-2.25963731050576,0.0741619848709566,0.622317660833844,1.1596574112477,2.8819549713396,-1.15005832930667,0.307571129984594,-1.02410886359821,0.0181593735409102,0.055875039146097,1.04226823713912,2.69372694892365,0.0214405360134003,2.77597433112937,24.4335834457412,59.7,1.77597433112937,29491.8,4.46970128005302
"B2-1-CF","BELM","2","1","Current/Future","7",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-1-F","BELM","2","1","Future","4",10,86,11,0.0288,0.0334,0.0028,1.935,8.108,691.071428571429,0.0838323353293413,0.849673202614379,4,6,"n",16,NA,16,15,0.04141,0.31232,NA,NA,7.54213957981164,"bent",8,5,36,223,195,"TM",9,"y",0,12.68,7.88,401,"CH",0.35373,-1.54060751224077,-1.47625353318844,-2.55284196865778,0.0529150262212918,0.28668096935493,0.908913740020971,2.83952293801271,-1.07658843546935,0.20349447166938,-1.38289476949762,-0.505400204013402,-0.451328105913406,0.87749456548422,2.29003461136252,0.0196508728179551,2.60314437262018,20.0249843945008,44.5555555555556,1.64890186318086,8688.33333333333,3.93893647454338
"B2-2-C","BELM","2","2","Current","4",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-2-CF","BELM","2","2","Current/Future","4",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-2-F","BELM","2","2","Future","7",7,88,13,0.0213,0.0273,0.0036,1.269,6.078,352.5,0.131868131868132,0.746835443037975,4,9,"n",20,NA,20,20,0.04862,0.23047,NA,NA,4.74023035787742,"bent",8,6,32.5,174,165,"TM",10,"y",0,12.78,7.74,423,"EA",0.27909,-1.67162039656126,-1.56383735295924,-2.44369749923271,0.06,0.103461622094705,0.783760695743924,2.54715912132742,-0.879860146273469,0.220499433105847,-1.31318504549268,-0.637385598180598,-0.554255724323349,0.675799447312085,2.21748394421391,0.0182978723404255,2.62634036737504,20.5669638012031,42.3,1.62634036737504,6979.5,3.84382431158895
"B3-1-C","BELM","3","1","Current","3",6,82,16,0.1622,0.1791,0.0121,8.12,20,671.074380165289,0.0675600223338917,0.898802395209581,6,14,"n",21,NA,NA,22,0.28557,2.0467,NA,NA,7.16706937003187,"bent",7,13,57.5,1135,829,"TX",11,"n",48,21.01,14.17,561,"CC",2.33227,-0.789949150124863,-0.746904414150968,-1.91721462968355,0.11,0.909556029241175,1.30102999566398,2.82677065892473,-1.17031021553258,0.534387499853805,-0.544287418460263,0.311054189563937,0.367778825985115,0.8553416080242,2.91855453055027,0.0252584670231729,2.74896286125616,23.685438564654,51,1.70757017609794,42279,4.62612470664821
"B3-1-CF","BELM","3","1","Current/Future","3",5,76,14,0.0438,0.0548,0.0071,2.164,8.027,304.788732394366,0.12956204379562,0.769392033542977,6,17,"n",22,NA,NA,24,0.10614,0.33205,NA,NA,3.12841530054645,"leaning",6,4,20.3,196,168,"TM",10,"y",0,15.26,9.95,418,"SB",0.43819,-1.3585258894959,-1.26121944151563,-2.14874165128092,0.0842614977317636,0.335257256434532,0.904553262976773,2.48399890771546,-0.887522209765294,0.325791344268076,-0.974120916706633,-0.478796515425137,-0.358337537762019,0.495324401281496,2.22530928172586,0.0238038277511962,2.62117628177504,20.4450483002609,41.8,1.62117628177504,7022.4,3.8464855635009
"B3-1-F","BELM","3","1","Future","4",3,86,13,0.026,0.0327,0.0039,1.486,7.352,381.025641025641,0.119266055045872,0.767361111111111,9,21,"n",30,NA,NA,30,0.11301,0.26541,NA,NA,2.34855322537828,"leaning",10,7,27,185,172,"TM",10,"y",0,14.58,8.63,375,"SB",0.37842,-1.58502665202918,-1.48545224733971,-2.4089353929735,0.062449979983984,0.172018809424556,0.866405498378055,2.58095420239806,-0.923483145633787,0.336169600053306,-0.94688312507707,-0.576082718008877,-0.422025918623037,0.370800407068193,2.23552844690755,0.0230133333333333,2.57403126772772,19.3649167310371,37.5,1.57403126772772,6450,3.80955971463527
"B3-2-C","BELM","3","2","Current","2",5,82,19,0.1547,0.1748,0.0128,7.155,18.589,558.984375,0.0732265446224256,0.875925925925926,6,16,"n",25,NA,25,22,0.36903,2.0327,NA,NA,5.50822426361,"bent",7,13,66.5,1136,1033,"TM",10,"n",26,19.49,12.73,599,"CC",2.40173,-0.810509686300632,-0.757458571701616,-1.89279003035213,0.113137084989848,0.854609638095795,1.26925602741777,2.74739966844793,-1.13533145865052,0.607478394677539,-0.432938326781703,0.30807328716803,0.380524182874979,0.741011613949733,3.01410032151962,0.0212520868113523,2.77742682238931,24.4744765010408,59.9,1.77742682238931,61876.7,4.79152714390893
"B3-2-CF","BELM","3","2","Current/Future","5",4,77,13,0.0423,0.055,0.0056,2.189,8.074,390.892857142857,0.101818181818182,0.742914979757085,7,18,"n",24,NA,NA,23,0.09834,0.27883,NA,NA,2.83536709375636,"leaning",8,2,26,163,140,"TM",10,"y",0,16.39,10.4,402,"SB",0.37717,-1.37365963262496,-1.25963731050576,-2.2518119729938,0.0748331477354788,0.340245761567932,0.907088745074296,2.59205773456173,-0.992174662488043,0.313592091737021,-1.00726979604586,-0.554660501257206,-0.423462858226858,0.452609294788651,2.14612803567824,0.0258706467661692,2.60422605308447,20.0499376557634,40.2,1.60422605308447,5628,3.75035408876271
"B3-2-F","BELM","3","2","Future","2",4,84,10,0.0411,0.0514,0.0052,2.303,9.26,442.884615384615,0.101167315175097,0.777056277056277,8,20,"n",30,NA,NA,33,0.14996,0.24363,NA,NA,1.62463323552947,"straight",10,10,12.5,199,185,"TM",9,"n",7,18.44,11.18,521,"CH",0.39359,-1.38615817812393,-1.28903688100472,-2.2839966563652,0.0721110255092798,0.362293937964231,0.966610986681934,2.64629059432943,-0.994959775360477,0.387246691399681,-0.824024568250487,-0.613269234790169,-0.404955944285385,0.210755333460318,2.26717172840301,0.0214587332053743,2.71683772329952,22.8254244210267,57.8888888888889,1.7625952138602,10709.4444444444,4.02976694226321
"B4-1-C","BELM","4","1","Current","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B4-1-CF","BELM","4","1","Current/Future","8",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B4-1-F","BELM","4","1","Future","2",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B4-2-C","BELM","4","2","Current","4",43,54,20,0.0199,0.0244,0.0012,1.366,7.289,1138.33333333333,0.0491803278688525,0.806034482758621,0,2,"n",13,NA,11,9,0.02211,0.2456,NA,NA,11.1080958842153,"leaning",3,11,36.5,189,166,"TM",10,"n",4,14.71,8.8,501,"CC",0.26771,-1.70114692359029,-1.61261017366127,-2.92081875395238,0.0346410161513775,0.135450699345514,0.862667950228588,3.05626945329789,-1.3082085802911,0.148694317309035,-1.65541125742129,-0.60977163753087,-0.572335405937815,1.04563961989042,2.22010808804005,0.017564870259481,2.69983772586725,22.3830292855994,50.1,1.69983772586725,8316.6,3.9199458139073
"B4-2-CF","BELM","4","2","Current/Future","5",28,61,12,0.0061,0.0081,0.00086,0.544,3.991,632.558139534884,0.106172839506173,0.723756906077348,2,4,"n",14,NA,NA,13,0.01236,0.11175,NA,NA,9.04126213592233,"leaning",5,1,29.7,149,141,"TM",10,"y",0,8.27,4.25,328,"EA",0.12411,-2.21467016498923,-2.09151498112135,-3.06550154875643,0.0293257565972304,-0.26440110030182,0.601081727784023,2.80110044845461,-0.973986567635082,0.111175536877498,-1.9079815292472,-0.951752468196026,-0.906193224384825,0.956229061051177,2.14921911265538,0.0129573170731707,2.51587384371168,18.1107702762748,32.8,1.51587384371168,4624.8,3.66509295636706
"B4-2-F","BELM","4","2","Future","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B8-1-C","BELM","8","1","Current","8",5,80,18,0.2671,0.287,0.0189,12.156,21.105,643.174603174603,0.0658536585365854,0.925773964938456,6,16,"n",22,NA,NA,35,0.42973,2.6249,NA,NA,6.10825401996602,"bent",7,17,63,1093,1023,"TM",10,"n",116,21.41,12.4,544,"CC",3.05463,-0.573326111978627,-0.542118103266008,-1.72353819582676,0.137477270848675,1.08479069140791,1.32438535649043,2.80832888723466,-1.18142009256075,0.655537947032817,-0.366804326605446,0.419112762875142,0.484958612716103,0.785917089480588,3.00987563371216,0.0227941176470588,2.73559889969818,23.3238075793812,54.4,1.73559889969818,55651.2,4.74547453341034
"B8-1-CF","BELM","8","1","Current/Future","4",4,80,14,0.0409,0.095,0.0051,2.366,8.49,463.921568627451,0.0536842105263158,0.398220244716351,5,13,"n",21,NA,NA,23,0.1046,0.3913,NA,NA,3.74091778202677,"straight",6,12,15.5,200,208,"TM",9,"y",0,16.09,10.55,425,"SB",0.4959,-1.38827669199266,-1.02227639471115,-2.29242982390206,0.0714142842854285,0.374014740291912,0.928907690243953,2.66644456419398,-1.27015342919091,0.323419232575925,-0.980468315468745,-0.40749015209932,-0.30460589170889,0.572978163369425,2.31806333496276,0.0248235294117647,2.62838893005031,20.6155281280883,47.2222222222222,1.67414642061099,9822.22222222222,3.99220975557375
"B8-1-F","BELM","8","1","Future","8",3,90,11,0.0795,0.0914,0.0093,3.662,11.657,393.763440860215,0.101750547045952,0.855054811205847,9,22,"n",34,NA,34,32,0.20809,0.53131,NA,NA,2.55327021961651,"straight",11,13,17.5,335,300,"TM",10,"y",0,15.46,10.17,419,"SB",0.7394,-1.09963287134353,-1.03905380426617,-2.03151705144606,0.0964365076099295,0.563718339965678,1.06658679647069,2.59523539141174,-0.992463247179896,0.456168828395803,-0.6817487897988,-0.27465200998157,-0.131120553762912,0.407096779817231,2.47712125471966,0.024272076372315,2.6222140229663,20.4694894904587,41.9,1.6222140229663,12570,4.09933527768596
"B8-2-C","BELM","8","2","Current","6",4,90,14,0.2812,0.3114,0.0199,12.115,25.126,608.793969849246,0.0639049454078356,0.896397941680961,6,16,"n",25,NA,25,34,0.55686,2.0611,NA,NA,3.70128937255325,"bent",8,16,61.5,885,665,"TM",10,"n",110,25.87,15.72,543,"SB",2.61796,-0.550984683652214,-0.506681391767899,-1.70114692359029,0.141067359796659,1.08332341847352,1.40012335543708,2.78447034206382,-1.19446553182239,0.746230527384132,-0.254253976944467,0.314099063295284,0.417963006648661,0.568353040239751,2.8228216453031,0.0289502762430939,2.73479982958885,23.3023603954621,54.3,1.73479982958885,36109.5,4.55762147489195
"B8-2-CF","BELM","8","2","Current/Future","2",5,77,16,0.0462,0.0571,0.0059,2.436,8.967,412.881355932203,0.103327495621716,0.787109375,6,14,"n",23,NA,NA,23,0.10183,0.28475,NA,NA,2.79632721202003,"straight",9,5,17,177,144,"TM",9,"n",1,14.61,9.55,418,"SB",0.38658,-1.33535802444387,-1.24336389175415,-2.22914798835786,0.0768114574786861,0.386677283960838,0.952647169758943,2.61582527231869,-0.985784096603704,0.319108132143322,-0.992124256232415,-0.545536267248862,-0.41276061827001,0.446587988983553,2.15836249209525,0.0228468899521531,2.62117628177504,20.4450483002609,46.4444444444444,1.66693377233571,6688,3.82529626443096
"B8-2-F","BELM","8","2","Future","4",3,101,7,0.0323,0.0365,0.0034,1.816,7.498,534.117647058824,0.0931506849315069,0.873111782477342,9,20,"n",32,NA,31,30,0.10445,0.17835,NA,NA,1.7075155576831,"leaning",7,9,22.5,127,104,"TM",10,"n",4,17.96,11.86,521,"SB",0.2828,-1.4907974776689,-1.43770713554353,-2.46852108295775,0.058309518948453,0.259115844185066,0.874945436085532,2.72763692714281,-1.03081394741422,0.323187252223846,-0.981091555683673,-0.748726886325627,-0.548520594875138,0.232364669358045,2.01703333929878,0.022763915547025,2.71683772329952,22.8254244210267,52.1,1.71683772329952,5418.4,3.7338710625983
"R11-1-C","RODA","11","1","Current","7",5,110,12,0.1516,0.169,0.0141,NA,NA,NA,0.0834319526627219,0.887669464170433,6,14,"n",32,38,NA,35,0.33439,2.7061,NA,NA,8.09264631119352,"bent",11,14,73,1322,1192,"EA",10,"n",111,28.18,19.15,658,"EA",3.04049,-0.819300798703965,-0.772113295386326,-1.85078088734462,0.118743420870379,NA,NA,NA,-1.07866759195829,0.578264645296598,-0.475746718702389,0.432343841280726,0.482943579381,0.908090559983116,3.07627625540422,0.0291033434650456,2.81822589361396,25.6515106767613,65.8,1.81822589361396,78433.6,4.89450214901817
"R11-1-CF","RODA","11","1","Current/Future","7",5,98,17,0.0501,0.0561,0.0061,2.491,9.591,408.360655737705,0.10873440285205,0.88,6,12,"n",30,NA,33,32,0.09865,0.2224,NA,NA,2.25443487075519,"straight",9,1,25,138,102,"TM",10,"y",0,18.71,11.8,484,"",0.32105,-1.30016227413275,-1.25103713874384,-2.21467016498923,0.0781024967590666,0.396373727536507,0.98186389099135,2.61104389252574,-0.963633026245394,0.314085975490788,-1.00590291041179,-0.65286521708998,-0.493427325747487,0.35303769332181,2.00860017176192,0.0243801652892562,2.68484536164441,22,48.4,1.68484536164441,4936.8,3.69344553340633
"R11-1-F","RODA","11","1","Future","7",4,113,7,0.0703,0.0815,0.0086,3.307,10.522,384.53488372093,0.105521472392638,0.84636488340192,7,14,"n",36,45,NA,43,0.23935,0.26755,NA,NA,1.1178190933779,"straight",9,1,26,115,79,"TM",10,"y",0,16.51,10.3,469,"SB",0.5069,-1.15304467498018,-1.08884239126002,-2.06550154875643,0.092736184954957,0.519434194913703,1.02209829746114,2.58493574367014,-0.976659157496409,0.489234095295902,-0.620966568182033,-0.572595044689726,-0.295077708776598,0.0483715234923062,1.89762709129044,0.0219616204690832,2.67117284271508,21.6564078277077,46.9,1.67117284271508,3705.1,3.56879993400552
"R11-2-C","RODA","11","2","Current","6",4,111,11,0.1213,0.1306,0.0117,4.763,14.203,407.094017094017,0.0895865237366003,0.921783010933558,6,12,"n",29,38,NA,31,0.32511,1.8575,NA,NA,5.71345083202608,"bent",11,10,65,835,748,"CC",10,"n",66,27.58,17.99,669,"CH",2.18261,-0.916139199133427,-0.884056823060945,-1.93181413825384,0.10816653826392,0.67788058151159,1.1523800870476,2.60969471976543,-1.04775731519289,0.570184180769688,-0.487969671912589,0.268928822432613,0.338976140665884,0.756898494345202,2.87390159786446,0.0268908819133034,2.82542611776782,25.8650343127551,66.9,1.82542611776782,50041.2,4.69932771563228
"R11-2-CF","RODA","11","2","Current/Future","3",4,103,4,0.052,0.057,0.0056,2.544,9.88,454.285714285714,0.0982456140350877,0.90272373540856,4,12,"n",31,34,NA,30,0.13357,0.2527,NA,NA,1.89189189189189,"leaning",9,1,29.5,130,101,"TM",10,"y",0,20.01,12.85,515,"EA",0.38627,-1.2839966563652,-1.24412514432751,-2.2518119729938,0.0748331477354788,0.405517106976376,0.994756944587628,2.65732907997018,-1.00768682866629,0.365472297171756,-0.874291074027347,-0.597394758080085,-0.413109020409132,0.276896315947262,2.00432137378264,0.0249514563106796,2.71180722904119,22.6936114358204,51.5,1.71180722904119,5201.5,3.71612860282383
"R11-2-F","RODA","11","2","Future","5",3,112,9,0.093,0.1043,0.0104,4.359,12.506,419.134615384615,0.099712368168744,0.879659211927582,8,18,"n",42,48,NA,45,0.23688,0.34426,NA,NA,1.45330969267139,"straight",10,5,28.5,172,109,"TX",10,"y",0,22.28,15.09,532,"",0.58114,-1.03151705144606,-0.981715691573469,-1.98296666070122,0.101980390271856,0.639386869017684,1.09711842434465,2.6223535297189,-1.00125096912775,0.486703194976158,-0.625471605618757,-0.463113435583045,-0.235719230943243,0.162358170035712,2.03742649794062,0.0283646616541353,2.72591163229505,23.0651251893416,53.2,1.72591163229505,5798.8,3.76333813023567
"R15-1-C","RODA","15","1","Current","6",4,112,11,0.2035,0.2256,0.018,7.04,17.086,391.111111111111,0.0797872340425532,0.89354527938343,6,15,"n",32,39,NA,33,0.54998,2.4718,NA,NA,4.49434524891814,"bent",11,12,49,827,401,"CC",10,"n",108,25.25,17.65,632,"",3.02178,-0.691435586438761,-0.646660904688695,-1.74472749489669,0.134164078649987,0.847572659142112,1.23264040202694,2.59230015403881,-1.098066590208,0.741606364589733,-0.259653103319515,0.393013327901293,0.480262842443777,0.652666431220808,2.60314437262018,0.0279272151898734,2.80071707828239,25.1396101799531,63.2,1.80071707828239,25343.2,4.40386145090257
"R15-1-CF","RODA","15","1","Current/Future","8",5,101,18,0.0363,0.0497,0.0113,1.82,6.92,161.061946902655,0.227364185110664,0.651041666666667,6,14,"n",35,36,NA,29,0.18599,0.23028,NA,NA,1.23813108231625,"straight",7,9,2,124,103,"CC",10,"y",0,5.74,1.01,277,"",0.41627,-1.44009337496389,-1.30364361126667,-1.94692155651658,0.106301458127346,0.260071387985075,0.840106094456758,2.20699294450166,-0.643277945249912,0.431265579428732,-0.730510405575466,-0.637743779216904,-0.380624886984783,0.0927666263585621,2.01283722470517,0.00364620938628159,2.44247976906445,16.6433169770932,27.7,1.44247976906445,2853.1,3.45531699376962
"R15-1-F","RODA","15","1","Future","2",3,113,10,0.0619,0.071,0.0076,2.793,10.142,367.5,0.107042253521127,0.856466876971609,8,20,"n",31,44,NA,45,0.17648,0.20337,NA,NA,1.15236854034451,"straight",11,11,17.5,110,71,"TX",10,"y",0,15.49,9.62,350,"EA",0.37985,-1.20830935097988,-1.14874165128092,-2.11918640771921,0.0871779788708135,0.446070935701005,1.00612360621185,2.56525734342021,-0.970444756438284,0.420095227299716,-0.753304504903885,-0.691713111370895,-0.420387869259696,0.0615913935329895,1.85125834871908,0.0274857142857143,2.54406804435028,18.7082869338697,35,1.54406804435028,2485,3.39532639306935
"R15-2-C","RODA","15","2","Current","mix",5,107,16,0.1059,0.1179,0.0095,4.538,13.912,477.684210526316,0.0805767599660729,0.88929889298893,4,10,"n",24,28,NA,24,0.21804,1.3397,NA,NA,6.1442854522106,"bent",7,14,52.5,611,935,"TX",10,"n",20,26.6,16.84,586,"",1.55774,-0.975104039892515,-0.928486194904911,-2.02227639471115,0.0974679434480896,0.656864491548917,1.14338956899466,2.67914088626007,-1.09379019980624,0.466947534526096,-0.661463826644341,0.127007557371327,0.192494971957768,0.788471384015668,2.97081161087252,0.0287372013651877,2.76789761601809,24.2074368738204,58.6,1.76789761601809,54791,4.73870922689061
"R15-2-CF","RODA","15","2","Current/Future","6",4,98,11,0.0658,0.0767,0.0088,3.216,10.53,365.454545454545,0.114732724902216,0.839469808541973,6,14,"n",33,NA,30,31,0.13664,0.40008,NA,NA,2.92798594847775,"straight",9,9,28.5,146,124,"TX",10,"y",0,18.36,10.8,353,"SB",0.53672,-1.18177410638604,-1.11520463605102,-2.05551732784983,0.0938083151964686,0.507316040076414,1.02242837118549,2.56283336792624,-0.940312691798812,0.369648481668733,-0.86442214665507,-0.397853158460389,-0.270252221132187,0.466568988194681,2.09342168516224,0.0305949008498584,2.54777470538782,18.7882942280559,35.3,1.54777470538782,4377.2,3.64119639055006
"R15-2-F","RODA","15","2","Future","3",3,112,11,0.0514,0.0584,0.0052,2.707,10.315,520.576923076923,0.089041095890411,0.868421052631579,7,18,"n",32,39,NA,40,0.11532,0.23183,NA,NA,2.01031911203607,"straight",11,9,20,120,NA,"",10,"y",0,14.52,8.84,528,"",0.34715,-1.28903688100472,-1.2335871528876,-2.2839966563652,0.0721110255092798,0.432488255770506,1.01346923230917,2.71648491213571,-1.0504095034776,0.339587985653203,-0.93809536628383,-0.634830364785617,-0.459482830407428,0.303265001498212,NA,0.0167424242424242,2.72263392253381,22.9782505861521,52.8,1.72263392253381,NA,NA
"R2-1-C","RODA","2","1","Current","5",5,98,17,0.1643,0.1837,0.0143,5.751,17.698,402.167832167832,0.0778443113772455,0.885478158205431,6,12,"n",27,NA,28,26,0.28388,1.6335,NA,NA,5.75419191207552,"bent",8,9,62,701,574,"TM",10,"n",91,26.09,17.37,751,"",1.91738,-0.784362436564938,-0.735890843694192,-1.84466396253494,0.119582607431014,0.759743367597725,1.24792419076631,2.60440733013266,-1.10877311884075,0.532803903889602,-0.546865203443151,0.213119138811456,0.282708192976365,0.759984342254607,2.75891189239797,0.0231291611185087,2.87563993700417,27.4043792120894,75.1,1.87563993700417,43107.4,4.63455182940214
"R2-1-CF","RODA","2","1","Current/Future","5",5,99,12,0.0371,0.0454,0.0056,1.727,7.441,308.392857142857,0.123348017621145,0.791457286432161,6,14,"n",32,NA,NA,33,0.15211,0.4318,NA,NA,2.83873512589573,"leaning",7,5,21.5,398,251,"CC",10,"y",0,19.76,11.8,341,"",0.58391,-1.43062609038495,-1.3429441471429,-2.2518119729938,0.0748331477354788,0.237292337567459,0.871631304537554,2.48910431056126,-0.908867825850904,0.390012820302102,-0.817842233665219,-0.364717362001788,-0.233654086989455,0.453124871663431,2.39967372148104,0.0346041055718475,2.5327543789925,18.4661853126194,34.1,1.5327543789925,8559.1,3.93242810047354
