"PotID","Treatment","Population","Line","Replicate","Chamber","Flat","Transplanted","DaysToEmergence","EmergenceToBolting","BoltingToRootWashing","BoltingToHarvest","NumEmerged","LeafNumber_PreVern","LeafNumber_Jun6","LeafNumber_Jun13","SL_FreshWt","SL_HydWt","SL_DryWt","SL_Area","SL_Perim","LeafNumber_Total","LeafNumber_Rosette","LeafNumber_UnderLeaves","AG_DryBiomass","BG_DryBiomass","Stomata_avg","SLA","LDMC","RWC","Root_to_Shoot","Stomata_density","l10_DaysToEmergence","l10_SL_FreshWt","l10_SL_HydWt","SQR_SL_HydWt","SQR_SL_DryWt","SQR_SL_Area","l10_SLA","l10_LDMC","l10_LeafNumber_Total","l10_LeafNumber_Rosette","SQR_LeafNumber_UnderLeaves","SQR_AG_DryBiomass","l10_AG_DryBiomass","SQR_BG_DryBiomass","l10_Root_to_Shoot","l10_Stomata_avg","l10_Stomata_density"
"B1-6-C","Current","B",1,"6","2","Current3","yes",NA,NA,5,0,NA,10,22,26,0.0366,0.0443,0.0046,1.965,7.107,43,NA,NA,0.2019,0.0262,32.5,427.173913043478,0.103837471783296,0.806045340050378,0.129767211490837,475.183250155957,NA,-1.43651891460559,-1.35359627377693,0.210475651798492,0.0678232998312527,1.40178457688762,2.63060472302987,-0.983645894541496,1.63346845557959,NA,NA,0.449332838773219,-0.694863681056361,0.161864140562386,-0.886835027623894,1.51188336097887,2.67686112369652
"B12-1-F","Future","B",12,"1","1","Future2","no",6,63,2,0,2,8,21,28,0.0302,0.0377,0.0045,1.872,6.82,40,NA,NA,0.1167,0.0212,28,416,0.119363395225464,0.774096385542169,0.181662382176521,409.388646288209,0.778151250383644,-1.51999305704285,-1.42365864979421,0.194164878389476,0.0670820393249937,1.36821051011897,2.61909333062674,-0.923128836430449,1.60205999132796,NA,NA,0.341613817050774,-0.93292914395463,0.14560219778561,-0.740734995116619,1.44715803134222,2.61213579405987
"B12-2-C","Current","B",12,"2","1","Current1","no",9,64,5,0,1,7,17,19,0.0283,0.0343,0.0032,1.477,5.525,31,NA,NA,0.1162,0.0176,33,461.5625,0.0932944606413994,0.807073954983923,0.151462994836489,482.493761696818,0.954242509439325,-1.54821356447571,-1.46470587995723,0.185202591774521,0.0565685424949238,1.21531888819355,2.66423051699204,-1.03014414172286,1.49136169383427,NA,NA,0.340881210981186,-0.934793871945688,0.132664991614216,-0.819693460240162,1.51851393987789,2.68349170259554
"B12-2-F","Future","B",12,"2","1","Future1","yes",7,62,2,0,1,9,22,32,0.0303,0.0381,0.0041,1.8,6.607,49,NA,NA,0.1124,0.0178,34,439.024390243902,0.10761154855643,0.770588235294118,0.158362989323843,497.11478477854,0.845098040014257,-1.51855737149769,-1.41907502432438,0.195192212959431,0.0640312423743285,1.34164078649987,2.64248864838357,-0.968141118955884,1.69019608002851,NA,NA,0.335261092284804,-0.949233688766958,0.133416640641263,-0.800346308924148,1.53147891704226,2.6964566797599
"B12-3-C","Current","B",12,"3","2","Current4","no",7,62,2,0,1,8,22,25,0.0228,0.0269,0.003,1.401,5.645,42,NA,NA,0.0727,0.0106,34,467,0.111524163568773,0.828451882845188,0.145804676753783,497.11478477854,0.845098040014257,-1.64206515299955,-1.57024771999759,0.164012194668567,0.0547722557505166,1.18363845831402,2.66931688056611,-0.952631025282746,1.6232492903979,NA,NA,0.269629375254255,-1.13846558914096,0.10295630140987,-0.836228545594268,1.53147891704226,2.6964566797599
"B12-3-F","Future","B",12,"3","2","Future3","no",9,63,1,0,1,6,19,27,0.0254,0.034,0.0042,1.441,5.852,35,NA,NA,0.1025,0.0178,39,343.095238095238,0.123529411764706,0.711409395973154,0.173658536585366,570.219900187149,0.954242509439325,-1.59516628338006,-1.46852108295774,0.184390889145858,0.0648074069840786,1.20041659435381,2.53541469041609,-0.908229626644355,1.54406804435028,NA,NA,0.320156211871642,-0.989276134608227,0.133416640641263,-0.760303863082879,1.5910646070265,2.75604236974415
"B12-4-C","Current","B",12,"4","2","Current3","no",7,71,7,0,1,6,14,14,0.0121,0.0133,0.002,0.646,3.694,28,NA,NA,0.0635,0.0111,30.5,323,0.150375939849624,0.893805309734513,0.174803149606299,445.941203992514,0.845098040014257,-1.91721462968355,-1.87614835903291,0.115325625946708,0.0447213595499958,0.803741251896405,2.5092025223311,-0.822821645303105,1.44715803134222,NA,NA,0.251992063367083,-1.19722627470802,0.105356537528527,-0.757450746505318,1.48429983934679,2.64927760206443
"B12-4-F","Future","B",12,"4","2","Future3","no",5,64,2,0,2,9,20,29,0.0342,0.0419,0.0042,1.883,7.206,49,NA,NA,0.106,0.0187,26,448.333333333333,0.100238663484487,0.795755968169761,0.176415094339623,380.146600124766,0.698970004336019,-1.46597389394386,-1.3777859770337,0.204694894904587,0.0648074069840786,1.37222447143315,2.65160102961876,-0.998964732568395,1.69019608002851,NA,NA,0.325576411921994,-0.97469413473523,0.136747943311773,-0.753464258728271,1.41497334797082,2.57995111068847
"B13-1-C","Current","B",13,"1","1","Current2","yes",7,70,3,0,1,7,17,19,0.0559,0.0641,0.0062,2.534,7.616,31,NA,NA,0.1207,0.0254,37.5,408.709677419355,0.0967238689547582,0.858376511226252,0.210439105219553,548.288365564566,0.845098040014257,-1.25258819211358,-1.19314197048118,0.253179778023443,0.0787400787401181,1.59185426468631,2.61141492104917,-1.01446634002056,1.49136169383427,NA,NA,0.347419055320804,-0.918292729902651,0.159373774505092,-0.676873553477411,1.57403126772772,2.73900903044537
"B13-1-F","Future","B",13,"1","1","Future2","yes",8,62,1,0,1,9,21,31,0.0614,0.0796,0.0078,3.292,9.375,59,NA,NA,0.1428,0.0285,37.5,422.051282051282,0.0979899497487437,0.746518105849582,0.199579831932773,548.288365564566,0.903089986991944,-1.21183162885883,-1.09908693226233,0.282134719593318,0.0883176086632785,1.81438694880668,2.62536522384975,-1.00881846504719,1.77085201164214,NA,NA,0.377888872553824,-0.845271792559844,0.168819430161341,-0.699883347431645,1.57403126772772,2.73900903044537
"B13-2-C","Current","B",13,"2","1","Current2","no",6,67,5,0,5,9,21,28,0.0549,0.0674,0.0058,2.755,8.813,42,NA,NA,0.1971,0.0279,35,475,0.086053412462908,0.797077922077922,0.141552511415525,511.735807860262,0.778151250383644,-1.26042765554991,-1.17134010346468,0.259615099714943,0.0761577310586391,1.65981926726978,2.67669360962487,-1.06523190297238,1.6232492903979,NA,NA,0.443959457608462,-0.705313375720557,0.167032930884901,-0.849082421005846,1.54406804435028,2.70904580706792
"B13-2-F","Future","B",13,"2","1","Future1","no",4,67,1,0,2,10,22,40,0.0498,0.0648,0.008,2.707,8.708,51,NA,NA,0.1995,0.0381,43,338.375,0.123456790123457,0.735915492957746,0.190977443609023,628.703992514036,0.602059991327962,-1.30277065724028,-1.18842499412941,0.254558441227157,0.0894427190999916,1.64529632589391,2.52939826877856,-0.90848501887865,1.70757017609794,NA,NA,0.446654228682546,-0.700057099977233,0.195192212959431,-0.719017924347148,1.63346845557959,2.79844621829724
"B13-3-C","Current","B",13,"3","2","Current4","no",4,72,10,1,5,8,21,25,0.0809,0.0921,0.0089,3.492,9.632,51,NA,NA,0.4099,0.0602,36.5,392.359550561798,0.0966340933767644,0.865384615384615,0.146865089046109,533.667342482845,0.602059991327962,-1.09205147838773,-1.03574036980315,0.30347981810987,0.094339811320566,1.86868938028769,2.59368422838862,-1.01486962355194,1.70757017609794,NA,NA,0.640234332100365,-0.387322081683498,0.245356882927706,-0.833081427058677,1.56229286445647,2.72727062717412
"B13-3-F","Future","B",13,"3","2","Future3","no",NA,NA,NA,0,4,7,17,24,0.0386,0.0504,0.0056,2.089,7.405,37,NA,NA,0.1384,0.0238,35.5,373.035714285714,0.111111111111111,0.736607142857143,0.171965317919075,519.046319401123,NA,-1.41341269532825,-1.29756946355447,0.224499443206436,0.0748331477354788,1.44533733086778,2.57175041297411,-0.954242509439325,1.56820172406699,NA,NA,0.372021504754765,-0.858863909879261,0.154272486205415,-0.764559133064227,1.55022835305509,2.71520611577274
"B13-4-C","Current","B",13,"4","2","Current3","yes",10,68,7,0,1,6,18,21,0.0582,0.0668,0.0072,2.448,8.243,48,NA,NA,0.2373,0.0429,36.5,340,0.107784431137725,0.855704697986577,0.18078381795196,533.667342482845,1,-1.23507701535011,-1.17522353752445,0.258456959666402,0.0848528137423857,1.56460857724864,2.53147891704225,-0.967443966044277,1.68124123737559,NA,NA,0.487134478352744,-0.624702261782661,0.20712315177208,-0.742840446032615,1.56229286445647,2.72727062717412
"B13-4-F","Future","B",13,"4","2","Future4","no",5,66,1,0,5,12,23,34,0.0442,0.059,0.0077,2.307,7.685,45,NA,NA,0.2021,0.0385,35.5,299.61038961039,0.130508474576271,0.71150097465887,0.190499752597724,519.046319401123,0.698970004336019,-1.35457773065091,-1.22914798835786,0.242899156029822,0.0877496438739212,1.51888116717537,2.47655686934861,-0.884361286469662,1.65321251377534,NA,NA,0.44955533585978,-0.694433686484696,0.196214168703486,-0.720105584006803,1.55022835305509,2.71520611577274
"B13-5-C","Current","B",13,"5","1","Current2","yes",NA,NA,3,0,NA,8,21,25,0.0534,0.0637,0.0067,2.597,8.056,49,NA,NA,0.2408,0.0398,39,387.611940298507,0.105180533751962,0.819298245614035,0.165282392026578,570.219900187149,NA,-1.27245874297144,-1.19586056766465,0.252388589282479,0.0818535277187245,1.61152102065099,2.58839714692848,-0.978064629634524,1.69019608002851,NA,NA,0.490713765855412,-0.618343517414213,0.1994993734326,-0.781773410512099,1.5910646070265,2.75604236974415
"B15-1-C","Current","B",15,"1","1","Current1","no",5,67,5,0,3,10,25,33,0.0671,0.0772,0.0078,3.279,9.503,60,NA,NA,0.3625,0.0482,36.5,420.384615384615,0.101036269430052,0.854466858789625,0.132965517241379,533.667342482845,0.698970004336019,-1.17327747983101,-1.11238269966426,0.277848879788996,0.0883176086632785,1.8108009277665,2.62364681397888,-0.995522697645256,1.77815125038364,NA,NA,0.602079728939615,-0.440691989092988,0.219544984001001,-0.876260972668163,1.56229286445647,2.72727062717412
"B15-1-F","Future","B",15,"1","1","Future2","no",5,65,1,0,3,12,23,36,0.0494,0.0613,0.0063,2.942,9.009,62,NA,NA,0.1687,0.0301,32.5,466.984126984127,0.102773246329527,0.783636363636364,0.178423236514523,475.183250155957,0.698970004336019,-1.30627305107635,-1.21253952548158,0.247588368062799,0.0793725393319377,1.71522593263978,2.66930211893793,-0.988119925064833,1.79239168949825,NA,NA,0.410731055558257,-0.772884917410875,0.173493515728975,-0.748548586995282,1.51188336097887,2.67686112369652
"B15-2-C","Current","B",15,"2","1","Current1","no",5,68,6,0,3,10,24,30,0.0665,0.0777,0.0075,3.067,9.542,56,NA,NA,0.342,0.0494,39.5,408.933333333333,0.0965250965250965,0.84045584045584,0.144444444444444,577.53041172801,0.698970004336019,-1.1771783546969,-1.10957898119909,0.278747197295327,0.0866025403784439,1.75128524232919,2.61165251259079,-1.01535975540921,1.7481880270062,NA,NA,0.584807660688538,-0.465973893943865,0.222261107708929,-0.840299157132488,1.59659709562646,2.76157485834411
"B15-2-F","Future","B",15,"2","1","Future1","no",3,69,1,0,5,10,25,37,0.0345,0.046,0.0069,1.747,7.075,53,NA,NA,0.2648,0.0397,60.5,253.188405797101,0.15,0.705882352941177,0.149924471299094,884.571896444167,0.477121254719662,-1.46218090492673,-1.33724216831843,0.214476105895272,0.0830662386291807,1.32174127574197,2.40344381424568,-0.823908740944319,1.72427586960079,NA,NA,0.514587213210744,-0.577082019232338,0.199248588451713,-0.824127474004547,1.78175537465247,2.94673313737012
"B15-3-C","Current","B",15,"3","2","Current4","no",4,67,1,0,3,11,25,32,0.0541,0.0599,0.0065,2.616,8.847,45,NA,NA,0.2453,0.0391,24.5,402.461538461539,0.108514190317195,0.891385767790262,0.159396657154505,358.215065502183,0.602059991327962,-1.26680273489343,-1.22257317761069,0.244744765010408,0.0806225774829855,1.61740532953246,2.60472438300937,-0.964513465746456,1.65321251377534,NA,NA,0.495277699881592,-0.610302451793614,0.197737199332852,-0.797520790810519,1.38916608436453,2.55414384708218
"B15-3-F","Future","B",15,"3","2","Future3","no",5,65,1,0,3,12,26,38,0.0409,0.0556,0.0066,2.485,8.218,55,NA,NA,0.1845,0.0405,34.5,376.515151515152,0.118705035971223,0.7,0.219512195121951,504.425296319401,0.698970004336019,-1.38827669199266,-1.25492520841794,0.235796522451032,0.0812403840463596,1.57638827704344,2.57578245752748,-0.925530856040189,1.74036268949424,NA,NA,0.429534631898291,-0.734003629504921,0.201246117974981,-0.658541347280411,1.53781909507327,2.70279685779092
"B15-4-C","Current","B",15,"4","2","Current4","no",4,68,8,0,4,10,26,34,0.0539,0.0627,0.0065,2.46,8.196,51,NA,NA,0.3318,0.0559,32,378.461538461538,0.103668261562998,0.843416370106762,0.168474984930681,467.872738615097,0.602059991327962,-1.26841123481326,-1.20273245916928,0.250399680510978,0.0806225774829855,1.56843871413581,2.57802175046052,-0.984354184187861,1.70757017609794,NA,NA,0.576020832956587,-0.479123618311658,0.236431808350738,-0.773464573801919,1.50514997831991,2.67012774103756
"B15-4-F","Future","B",15,"4","2","Future4","no",4,66,1,0,4,11,27,47,0.0503,0.0657,0.008,2.915,9.587,68,NA,NA,0.2678,0.0453,40,364.375,0.121765601217656,0.733102253032929,0.169156086631815,584.840923268871,0.602059991327962,-1.29843201494407,-1.18243463044022,0.256320112359526,0.0894427190999916,1.70733710789639,2.56154857210309,-0.914475382567837,1.83250891270624,NA,NA,0.517493961317424,-0.57218942732401,0.212837966537928,-0.771712370663158,1.60205999132796,2.76703775404561
"B15-5-C","Current","B",15,"5","2","Current3","yes",NA,NA,6,0,NA,9,23,29,0.0536,0.0628,0.0063,2.329,7.708,45,NA,NA,0.2303,0.0393,32,369.68253968254,0.10031847133758,0.83716814159292,0.170646982197134,467.872738615097,NA,-1.27083521030723,-1.2020403562628,0.250599281722833,0.0793725393319377,1.52610615620277,2.5678289390811,-0.998619094283614,1.65321251377534,NA,NA,0.479895822028073,-0.637706062035769,0.19824227601599,-0.767901387588804,1.50514997831991,2.67012774103756
"B15-5-F","Future","B",15,"5","2","Future4","yes",NA,NA,2,1,NA,10,21,43,0.0585,0.0717,0.0065,3.231,9.526,59,NA,NA,0.1768,0.0259,30,497.076923076923,0.0906555090655509,0.797546012269939,0.146493212669683,438.630692451653,NA,-1.23284413391782,-1.1444808443322,0.267768556779918,0.0806225774829855,1.79749826147343,2.69642360137479,-1.04260579902494,1.77085201164214,NA,NA,0.420475920832573,-0.752517739322946,0.160934769394311,-0.834182496595803,1.47712125471966,2.64209901743731
"B2-2-C","Current","B",2,"2","1","Current1","no",11,79,3,1,2,4,10,11,0.034,0.0412,0.0039,1.594,5.875,64,29,35,0.2051,0.0318,37.5,408.717948717949,0.0946601941747573,0.806970509383378,0.155046318868844,548.288365564566,1.04139268515823,-1.46852108295774,-1.38510278396687,0.202977831301844,0.062449979983984,1.26253712816693,2.61142371003359,-1.02383260900664,1.80617997398389,1.46239799789896,5.91607978309962,0.45287967496897,-0.688034339631634,0.17832554500127,-0.809538540383934,1.57403126772772,2.73900903044537
"B2-2-F","Future","B",2,"2","1","Future2","no",13,74,0,0,2,4,10,15,0.0225,0.0283,0.0039,1.029,5.344,36,NA,NA,0.1465,0.0209,40,263.846153846154,0.137809187279152,0.762295081967213,0.142662116040956,584.840923268871,1.11394335230684,-1.64781748188864,-1.54821356447571,0.168226038412607,0.062449979983984,1.01439637223326,2.42135076773593,-0.860721828497791,1.55630250076729,NA,NA,0.382753184180093,-0.834162375309872,0.14456832294801,-0.845691338579074,1.60205999132796,2.76703775404561
"B2-3-F","Future","B",2,"3","2","Future3","no",4,68,2,0,1,11,24,34,0.0431,0.0574,0.007,2.183,8.157,46,NA,NA,0.2123,0.0354,50,311.857142857143,0.121951219512195,0.716269841269841,0.166745171926519,731.051154086088,0.602059991327962,-1.36552272983927,-1.24108810760203,0.239582971014219,0.0836660026534076,1.47749788493926,2.49395569569488,-0.913813852383717,1.66275783168157,NA,NA,0.460760241340331,-0.673050005834001,0.188148877222268,-0.777946732140211,1.69897000433602,2.86394776705367
"B3-1-C","Current","B",3,"1","1","Current2","no",4,69,6,0,5,10,25,30,0.0718,0.0835,0.0089,2.962,9.208,47,NA,NA,0.3981,0.0522,40.5,332.808988764045,0.106586826347305,0.843163538873995,0.13112283345893,592.151434809732,0.602059991327962,-1.1438755557577,-1.0783135245164,0.288963665535998,0.094339811320566,1.72104619345327,2.52219504754028,-0.972296468838689,1.67209785793572,NA,NA,0.630951662173894,-0.400007822415902,0.228473193175917,-0.882321674581836,1.60745502321467,2.77243278593232
"B3-1-F","Future","B",3,"1","1","Future2","no",4,66,1,0,4,11,25,37,0.0491,0.0686,0.009,2.524,8.665,44,NA,NA,0.2334,0.0289,38,280.444444444444,0.131195335276968,0.672818791946309,0.12382176520994,555.598877105427,0.602059991327962,-1.30891850787703,-1.16367588429325,0.261916017074176,0.0948683298050514,1.58871016865884,2.44784684113277,-0.882081606267427,1.64345267648619,NA,NA,0.483114893167246,-0.631899148290649,0.17,-0.907203008952804,1.57978359661681,2.74476135933446
"B3-2-C","Current","B",3,"2","1","Current1","no",5,71,4,1,3,7,19,22,0.0474,0.0575,0.0059,2.223,7.485,34,NA,NA,0.1801,0.0233,45,376.779661016949,0.102608695652174,0.804263565891473,0.129372570794003,657.94603867748,0.698970004336019,-1.32422165832591,-1.24033215531037,0.239791576165636,0.0768114574786861,1.4909728367747,2.57608745105685,-0.988815833047486,1.53147891704226,NA,NA,0.424381903478459,-0.744486287180467,0.152643375224737,-0.888157791793514,1.65321251377534,2.81819027649299
"B3-2-F","Future","B",3,"2","1","Future1","no",3,67,1,0,2,10,25,34,0.0446,0.0613,0.0077,2.276,8.673,46,NA,NA,0.2192,0.0268,37.5,295.584415584416,0.125611745513866,0.688432835820896,0.122262773722628,548.288365564566,0.477121254719662,-1.35066514128786,-1.21253952548158,0.247588368062799,0.0877496438739212,1.50864177325169,2.47068153255055,-0.900969749345933,1.66275783168157,NA,NA,0.468187996428785,-0.659159450187668,0.163707055437449,-0.912705755783543,1.57403126772772,2.73900903044537
"B3-3-C","Current","B",3,"3","2","Current3","no",4,69,5,0,4,10,21,27,0.0594,0.07,0.0074,2.407,8.952,34,NA,NA,0.2594,0.0271,34,325.27027027027,0.105714285714286,0.830670926517572,0.104471858134156,497.11478477854,0.602059991327962,-1.22621355501881,-1.15490195998574,0.264575131106459,0.0860232526704263,1.55145093380358,2.51224437054405,-0.975866320283281,1.53147891704226,NA,NA,0.509313263129874,-0.586030028251939,0.164620776331543,-0.981000680873656,1.53147891704226,2.6964566797599
"B3-3-F","Future","B",3,"3","2","Future4","no",4,65,1,0,2,10,26,32,0.0439,0.0576,0.0061,2.286,8.37,43,NA,NA,0.1887,0.0214,39.5,374.754098360656,0.105902777777778,0.733980582524272,0.113407525172231,577.53041172801,0.602059991327962,-1.35753547975788,-1.23957751657679,0.24,0.0781024967590666,1.5119523802025,2.5737463910485,-0.975092648412445,1.63346845557959,NA,NA,0.434396132579469,-0.724228099835069,0.146287388383278,-0.945358126815741,1.59659709562646,2.76157485834411
"B3-4-C","Current","B",3,"4","2","Current3","no",4,69,5,0,5,11,25,30,0.0653,0.0744,0.0096,2.458,8.16,44,NA,NA,0.2701,0.0394,42,256.041666666667,0.129032258064516,0.859567901234568,0.145871899296557,614.082969432314,0.602059991327962,-1.18508681872493,-1.12842706445412,0.272763633939717,0.0979795897113271,1.56780100778128,2.40831064551087,-0.88930170250631,1.64345267648619,NA,NA,0.519711458407451,-0.568475415812549,0.198494332412792,-0.836028362361877,1.6232492903979,2.78822705311555
"B3-4-F","Future","B",3,"4","2","Future3","no",4,66,1,0,NA,10,25,41,0.0519,0.0712,0.0082,2.604,8.738,52,NA,NA,0.2131,0.0317,46.5,317.560975609756,0.115168539325843,0.693650793650794,0.148756452369779,679.877573300062,0.602059991327962,-1.28483264215154,-1.14752000636314,0.266833281282527,0.0905538513813742,1.61369142031554,2.50182712751244,-0.93866614125314,1.7160033436348,NA,NA,0.461627555503352,-0.671416550285798,0.178044938147649,-0.827524187496451,1.66745295288995,2.8324307156076
"B3-5-C","Current","B",3,"5","1","Current2","yes",NA,NA,5,0,NA,10,23,29,0.063,0.0765,0.0074,2.825,8.627,45,NA,NA,0.3413,0.0381,41.5,381.756756756757,0.0967320261437909,0.804630969609262,0.111631995312042,606.772457891453,NA,-1.20065945054642,-1.11633856484638,0.276586333718787,0.0860232526704263,1.68077363139716,2.58178673242448,-1.01442971542264,1.65321251377534,NA,NA,0.584208866759141,-0.466863711721361,0.195192212959431,-0.952211312603019,1.61804809671209,2.78302585942974
"B3-6-C","Current","B",3,"6","2","Current4","yes",NA,NA,5,0,NA,8,21,26,0.0528,0.0635,0.0061,2.34,7.785,36,NA,NA,0.1957,0.0222,31.5,383.606557377049,0.0960629921259843,0.813588850174216,0.113438937148697,460.562227074236,NA,-1.27736607746619,-1.19722627470802,0.251992063367083,0.0781024967590666,1.52970585407784,2.58388602239938,-1.01744389028121,1.55630250076729,NA,NA,0.442379927211893,-0.708409174341999,0.148996644257513,-0.945237851207362,1.4983105537896,2.66328831650725
"B3-7-F","Future","B",3,"7","2","Future4","yes",NA,NA,1,0,NA,9,26,34,0.0487,0.065,0.0069,2.514,7.907,43,NA,NA,0.1959,0.0217,42.5,364.347826086957,0.106153846153846,0.719449225473322,0.110770801429301,621.393480973175,NA,-1.31247103878537,-1.18708664335714,0.254950975679639,0.0830662386291807,1.58555983803829,2.56151618261268,-0.9740642659056,1.63346845557959,NA,NA,0.442605919526615,-0.707965564005264,0.147309198626562,-0.955574702146207,1.62838893005031,2.79336669276796
"B4-2-F","Future","B",4,"2","1","Future2","no",11,66,3,0,2,4,12,17,0.023,0.0295,0.0038,1.29,5.719,42,NA,NA,0.0854,0.0167,33.5,339.473684210526,0.128813559322034,0.747081712062257,0.195550351288056,489.804273237679,1.04139268515823,-1.63827216398241,-1.53017798402184,0.171755640373177,0.0616441400296898,1.13578166916005,2.53080611368244,-0.890038419361353,1.6232492903979,NA,NA,0.292232783924049,-1.06854212931099,0.129228479833201,-0.708741399541422,1.52504480703685,2.69002256975449
"B8-1-C","Current","B",8,"1","1","Current1","no",5,71,4,1,5,8,22,30,0.1121,0.133,0.0059,4.879,11.315,74,NA,NA,0.4246,0.0558,36,826.949152542373,0.0443609022556391,0.835562549173879,0.131417804992935,526.356830941984,0.698970004336019,-0.950394387405027,-0.876148359032914,0.364691650576209,0.0768114574786861,2.2088458524759,2.91747880647012,-1.35299962932494,1.86923171973098,NA,NA,0.651613382305796,-0.37202001017002,0.236220236220354,-0.881345790892401,1.55630250076729,2.72128026348494
"B8-1-F","Future","B",8,"1","1","Future2","no",3,69,8,0,4,9,23,36,0.0501,0.064,0.0094,2.242,7.961,55,NA,NA,0.3066,0.0403,42,238.510638297872,0.146875,0.745421245421245,0.131441617742988,614.082969432314,0.477121254719662,-1.30016227413275,-1.19382002601611,0.25298221281347,0.0969535971483266,1.49733095873958,2.37750775465926,-0.833052120384189,1.74036268949424,NA,NA,0.553714727996285,-0.513427849481644,0.200748598998847,-0.881267104377247,1.6232492903979,2.78822705311555
"B8-2-C","Current","B",8,"2","1","Current1","no",5,69,5,0,5,8,17,22,0.0578,0.0657,0.0058,2.883,7.958,46,NA,NA,0.2261,0.0299,33.5,497.068965517241,0.0882800608828006,0.868113522537563,0.132242370632464,489.804273237679,0.698970004336019,-1.23807216157947,-1.18243463044022,0.256320112359526,0.0761577310586391,1.69793992826602,2.69641664882527,-1.05413737599684,1.66275783168157,NA,NA,0.47549973711875,-0.64569943765464,0.172916164657906,-0.87862937402093,1.52504480703685,2.69002256975449
"B8-2-F","Future","B",8,"2","1","Future2","no",4,68,2,0,3,10,23,40,0.0364,0.0515,0.0079,1.862,6.544,52,NA,NA,0.2788,0.0381,34.5,235.696202531646,0.153398058252427,0.653669724770642,0.136657101865136,504.425296319401,0.602059991327962,-1.43889861635094,-1.28819277095881,0.226936114358204,0.0888819441731559,1.36455120827325,2.37235258535488,-0.81418013775075,1.7160033436348,NA,NA,0.528015151297763,-0.554707230574028,0.195192212959431,-0.864367793750353,1.53781909507327,2.70279685779092
"B8-3-C","Current","B",8,"3","2","Current4","no",4,67,1,0,5,10,24,31,0.0521,0.0611,0.0067,2.588,7.246,56,NA,NA,0.3208,0.0366,30.5,386.268656716418,0.109656301145663,0.834558823529412,0.114089775561097,445.941203992514,0.602059991327962,-1.28316227670048,-1.21395878975745,0.247184141886165,0.0818535277187245,1.60872620417522,2.58688946929584,-0.959966407541728,1.7481880270062,NA,NA,0.566392090340252,-0.493765640387874,0.19131126469709,-0.942753274217715,1.48429983934679,2.64927760206443
"B8-3-F","Future","B",8,"3","2","Future3","no",5,69,5,0,5,10,25,33,0.0523,0.0678,0.0099,2.4,8.021,49,NA,NA,0.2686,0.0441,47.5,242.424242424242,0.146017699115044,0.732297063903282,0.164184661206255,694.498596381784,0.698970004336019,-1.28149831113273,-1.16877030613294,0.260384331325831,0.099498743710662,1.54919333848297,2.38457604711406,-0.835594499269513,1.69019608002851,NA,NA,0.518266340793998,-0.570893991667303,0.21,-0.784667418864858,1.67669360962487,2.84167137234252
"B8-4-C","Current","B",8,"4","2","Current4","no",4,69,5,0,3,10,21,25,0.0469,0.0543,0.0065,2.164,7.177,50,NA,NA,0.4142,0.0558,35,332.923076923077,0.119705340699816,0.845188284518828,0.134717527764365,511.735807860262,0.602059991327962,-1.32882715728492,-1.26520017041115,0.233023603954621,0.0806225774829855,1.47105404387466,2.52234389979168,-0.921886472945991,1.69897000433602,NA,NA,0.643583716388163,-0.382789905442566,0.236220236220354,-0.870575895619855,1.54406804435028,2.70904580706792
"B8-4-F","Future","B",8,"4","2","Future3","no",5,69,6,0,4,9,23,33,0.0621,0.0843,0.0125,2.91,8.206,68,NA,NA,0.3736,0.046,35.5,232.8,0.148279952550415,0.690807799442897,0.123126338329764,519.046319401123,0.698970004336019,-1.20690839982342,-1.07417242537526,0.29034462281916,0.111803398874989,1.7058722109232,2.36698297597785,-0.828917561616686,1.83250891270624,NA,NA,0.611228271597445,-0.427593132441944,0.214476105895272,-0.909649035876482,1.55022835305509,2.71520611577274
"B8-5-F","Future","B",8,"5","2","Future4","yes",NA,NA,2,0,NA,9,20,33,0.0371,0.0497,0.0056,2.083,7.651,41,NA,NA,0.1657,0.0335,40,371.964285714286,0.112676056338028,0.714285714285714,0.202172601086301,584.840923268871,NA,-1.43062609038495,-1.30364361126667,0.22293496809608,0.0748331477354788,1.44326019830105,2.57050124294155,-0.948168361727132,1.61278385671974,NA,NA,0.407062648740952,-0.780677491580663,0.183030052177231,-0.694277701382491,1.60205999132796,2.76703775404561
"B8-6-F","Future","B",8,"6","1","Future1","yes",NA,NA,5,0,NA,9,21,38,0.0547,0.0765,0.0121,2.533,7.72,54,NA,NA,0.31,0.0414,43,209.338842975207,0.158169934640523,0.661490683229814,0.133548387096774,628.703992514036,NA,-1.26201267366657,-1.11633856484638,0.276586333718787,0.11,1.59154013458662,2.3208498194741,-0.800876064837168,1.73239375982297,NA,NA,0.556776436283002,-0.508638306165727,0.203469899493758,-0.874361352713374,1.63346845557959,2.79844621829724
"B8-7-C","Current","B",8,"7","1","Current2","yes",NA,NA,9,1,NA,8,20,24,0.0833,0.0973,0.011,3.564,9.965,66,NA,NA,0.4278,0.0671,40.5,324,0.113052415210689,0.837775202780997,0.15684899485741,592.151434809732,NA,-1.07935499859321,-1.01188715973165,0.311929479209644,0.104880884817015,1.88785592670627,2.51054501020661,-0.946720155110127,1.81954393554187,NA,NA,0.654064217030713,-0.368759219764491,0.259036676939772,-0.804518260066517,1.60745502321467,2.77243278593232
